seqnames	start	end	width	strand	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand.1	geneL	codingL	Geneid	subjectHits
chr4	41614591	41614591	1	*	0.282329057335272	0.282329057335272	299152	204923	204923	1	10	0.0482394815200929	1	0.0942664301262419	1	LIMCH1	NM_001112717 NM_001112718 NM_001112719 NM_001112720 NM_001289122 NM_001289124 NM_001330672 NM_001330674 NM_001330784 NM_001330786 NM_001330787 NM_001330788 NM_001330789 NM_001330790 NM_001330791 NM_001330792 NM_001330793 NM_001330982 NM_001330983 NM_014988 NP_001106188 NP_001106189 NP_001106190 NP_001106191 NP_001276051 NP_001276053 NP_001317601 NP_001317603 NP_001317713 NP_001317715 NP_001317716 NP_001317717 NP_001317718 NP_001317719 NP_001317720 NP_001317721 NP_001317722 NP_001317911 NP_001317912 NP_055803 XM_005248057 XM_005248058 XM_005248060 XM_005248061 XM_006713996 XM_011513642 XM_011513643 XM_011513644 XM_011513645 XM_011513646 XM_011513648 XM_011513649 XM_011513651 XM_011513653 XM_011513654 XM_011513655 XM_017007894 XM_017007895 XM_017007896 XM_017007897 XM_017007898 XM_017007900 XM_017007903 XM_024453937 XM_024453938 XP_005248114 XP_005248115 XP_005248117 XP_005248118 XP_006714059 XP_011511944 XP_011511945 XP_011511946 XP_011511947 XP_011511948 XP_011511950 XP_011511951 XP_011511953 XP_011511955 XP_011511956 XP_011511957 XP_016863383 XP_016863384 XP_016863385 XP_016863386 XP_016863387 XP_016863389 XP_016863392 XP_024309705 XP_024309706	promoter	promoter	328	NA	NA	NA	21	NA	+	87142	NA	22998	19247
chr17	38488757	38488757	1	*	0.282268210352403	0.282268210352403	170795	704476	704476	1	3	0.0483244928959573	1	0.0943402557947557	1	RARA	NM_000964 NM_001024809 NM_001033603 NM_001145301 NM_001145302 NP_000955 NP_001019980 NP_001138773 NP_001138774 XM_005257552 XM_005257553 XM_005257554 XM_011525095 XM_011525096 XM_017024920 XP_005257609 XP_005257610 XP_005257611 XP_011523397 XP_011523398 XP_016880409	inside intron	inside	1648	inside intron	-1108	1	9	inside transcription region	+	79832	NA	5914	50227
chr9	74384969	74384969	1	*	0.282187986535027	0.282187986535027	407476	417305	417305	1	14	0.0484676699500446	1	0.0944767214244327	1	CEMIP2	NM_001135820 NM_001349784 NM_013390 NP_001129292 NP_001336713 NP_037522 XM_005251869 XP_005251926	promoter	promoter	1169	NA	NA	NA	24	NA	-	85518	NA	23670	21603
chr6	149641011	149641011	1	*	0.282154248193689	0.282154248193689	355795	318003	318003	1	3	0.0485392584770883	1	0.0945460728100063	1	TAB2	NM_001292034 NM_001292035 NM_001369506 NM_015093 NM_145342 NP_001278963 NP_001278964 NP_001356435 NP_055908 NR_125861 XM_011535633 XM_017010592 XP_011533935 XP_016866081	inside intron	inside	1575	inside intron	-1485	1	9	5' UTR	+	93311	NA	23118	19696
chr11	67771812	67771812	1	*	0.282088629928996	0.282088629928996	73411	504676	504676	1	9	0.0486913840970561	1	0.0946892498640937	1	UNC93B1	NM_030930 NP_112192 XM_011545290 XM_011545291 XP_011543592 XP_011543593	promoter	promoter	219	NA	NA	NA	12	NA	-	13018	NA	81622	63452
chr2	211422328	211422328	1	*	0.282029749901306	0.282029749901306	234305	132063	132063	1	1	0.0488144268779125	1	0.0948033440790695	1	CPS1	NM_001122633 NM_001122634 NM_001369256 NM_001369257 NM_001875 NP_001116105 NP_001356185 NP_001356186 NP_001866 NR_161225 NR_163592	inside intron	inside	1005	inside intron	-744	1	38	inside transcription region	+	122508	NA	1373	11046
chr6	144608500	144608500	1	*	0.281903899094323	0.281903899094323	355196	317068	317068	1	14	0.0490470895908045	1	0.0950248210846109	1	UTRN	NM_007124 NP_009055 XM_005267127 XM_005267130 XM_005267133 XM_006715560 XM_011536101 XM_011536102 XM_011536106 XM_011536109 XM_017011243 XM_017011244 XM_017011245 XM_024446536 XP_005267184 XP_005267187 XP_005267190 XP_006715623 XP_011534403 XP_011534404 XP_011534408 XP_011534411 XP_016866732 XP_016866733 XP_016866734 XP_024302304	inside intron	inside	1010	inside intron	-792	1	26	5' UTR	+	193628	NA	7402	58250
chr8	32404691	32404691	1	*	0.281898323527998	0.281898323527998	388653	383826	383826	1	2	0.0490605124396251	1	0.0950382439334316	1	NRG1	NM_001159995 NM_001159996 NM_001159999 NM_001160001 NM_001160002 NM_001160004 NM_001160005 NM_001160007 NM_001160008 NM_001322197 NM_001322201 NM_001322202 NM_001322205 NM_001322206 NM_001322207 NM_004495 NM_013956 NM_013957 NM_013958 NM_013959 NM_013960 NM_013962 NM_013964 NP_001153467 NP_001153468 NP_001153471 NP_001153473 NP_001153474 NP_001153476 NP_001153477 NP_001153479 NP_001153480 NP_001309126 NP_001309130 NP_001309131 NP_001309134 NP_001309135 NP_001309136 NP_004486 NP_039250 NP_039251 NP_039252 NP_039253 NP_039254 NP_039256 NP_039258 XM_005273486 XM_005273487 XM_006716335 XM_011544512 XM_017013365 XM_017013366 XM_017013367 XM_017013368 XM_017013369 XM_017013370 XM_017013371 XM_017013372 XM_024447143 XP_005273543 XP_005273544 XP_006716398 XP_011542814 XP_016868854 XP_016868855 XP_016868856 XP_016868857 XP_016868858 XP_016868859 XP_016868860 XP_016868861 XP_024302911	promoter	promoter	1037	NA	NA	NA	13	NA	+	216830	NA	3084	28821
chr3	38035463	38035463	1	*	0.281871207095234	0.281871207095234	271805	153316	153316	1	10	0.0491030181275573	1	0.0950785124798937	1	VILL	NM_001370264 NM_001370265 NM_015873 NP_001357193 NP_001357194 NP_056957 NR_163266 NR_163267	promoter	promoter	181	NA	NA	NA	10	NA	+	8327	NA	50853	38744
chr1	152196415	152196415	1	*	-0.281808450049236	0.281808450049236	24091	49829	49829	1	4	0.0492238237669436	1	0.0951858952704592	1	HRNR	NM_001009931 NP_001009931	inside intron	inside	257	inside intron	203	1	3	5' UTR	-	12120	NA	388697	32966
chr22	29712045	29712045	1	*	0.281787329957844	0.281787329957844	260746	820716	820716	1	9	0.049270803737816	1	0.0952239266754512	1	RASL10A	NM_001007279 NM_006477 NP_006468 XM_011529821 XM_011529822 XM_011529823 XP_011528123 XP_011528124 XP_011528125	promoter	promoter	300	NA	NA	NA	2	NA	-	2823	NA	10633	5508
chr15	50474163	50474163	1	*	0.281748222289149	0.281748222289149	135712	628841	628841	1	14	0.0493535779722102	1	0.0953067009098454	1	SLC27A2	NM_001159629 NM_003645 NP_001153101 NP_003636	promoter	promoter	230	NA	NA	NA	9	NA	+	54196	NA	11001	6575
chr17	48278952	48278952	1	*	0.281747379671355	0.281747379671355	173815	711800	711800	1	9	0.0493535779722102	1	0.0953067009098454	1	COL1A1	NM_000088 NP_000079 XM_005257058 XM_005257059 XM_011524341 XP_005257115 XP_005257116 XP_011522643	inside exon	inside	48	inside exon	0	1	51	inside transcription region	-	17543	NA	1277	10062
chr15	52404463	52404463	1	*	0.281678961770021	0.281678961770021	136081	629527	629527	1	14	0.0494609607627758	1	0.0954051351345305	1	BCL2L10	NM_001306168 NM_020396 NP_001293097 NP_065129	inside exon	inside	509	inside exon	0	1	2	inside transcription region	-	3150	NA	10017	872
chr4	2368055	2368055	1	*	0.281646575659318	0.281646575659318	294077	195504	195504	1	2	0.0495213635824689	1	0.0954610636712834	1	ZFYVE28	NM_001172656 NM_001172657 NM_001172658 NM_001172659 NM_001172660 NM_020972 NP_001166127 NP_001166128 NP_001166129 NP_001166130 NP_001166131 NP_066023 XM_006713900 XM_006713902 XM_006713904 XM_011513540 XM_011513541 XM_017008502 XM_017008503 XM_017008504 XM_017008505 XM_017008506 XM_017008507 XM_017008508 XM_017008509 XM_017008510 XP_006713963 XP_006713965 XP_006713967 XP_011511842 XP_011511843 XP_016863991 XP_016863992 XP_016863993 XP_016863994 XP_016863995 XP_016863996 XP_016863997 XP_016863998 XP_016863999 XR_001741313 XR_001741314	promoter	promoter	1451	NA	NA	NA	7	NA	-	36298	NA	57732	49370
chr11	86748234	86748234	1	*	0.281638458667778	0.281638458667778	77259	512371	512371	1	12	0.0495325492898194	1	0.095472249378634	1	TMEM135	NM_001168724 NM_022918 NP_001162195 NP_075069 NR_033149 XM_017018141 XM_017018142 XP_016873630 XP_016873631	promoter	promoter	652	NA	NA	NA	14	NA	+	290990	NA	65084	54018
chr16	70780159	70780159	1	*	0.281604794134951	0.281604794134951	157324	674410	674410	1	5	0.0496153235242137	1	0.0955460750471478	1	VAC14	NM_001351157 NM_018052 NP_001338086 NP_060522 XM_005256038 XM_005256041 XM_011523223 XM_011523224 XM_011523225 XM_017023441 XM_017023442 XP_005256095 XP_005256098 XP_011521525 XP_011521526 XP_011521527 XP_016878930 XP_016878931	promoter	promoter	1618	NA	NA	NA	4	NA	-	47748	NA	55697	45595
chr4	20985623	20985623	1	*	0.28160118413978	0.28160118413978	297226	201782	201782	1	7	0.049622034948624	1	0.0955483121886179	1	KCNIP4	NM_001035003 NM_001035004 NM_001363504 NM_025221 NM_147181 NM_147182 NM_147183 NP_001030175 NP_001030176 NP_001350433 NP_079497 NP_671710 NP_671711 NP_671712 XM_011513885 XM_011513887 XM_017008653 XP_011512187 XP_011512189 XP_016864142	inside exon	inside	9	inside exon	0	1	8	5' UTR	-	255393	NA	80333	62608
chr6	25137945	25137945	1	*	0.28156551883706	0.28156551883706	340526	280728	280728	1	7	0.049698097758608	1	0.0956199007156616	1	CMAHP	NR_002174 NR_027626	inside exon	inside	106	inside exon	0	1	13	5' UTR	-	56756	NA	8418	64960
chr2	112655153	112655153	1	*	0.281425039866159	0.281425039866159	222709	111446	111446	1	10	0.0499777404423724	1	0.0958749348432547	1	MERTK	NM_006343 NP_006334	promoter	promoter	1038	NA	NA	NA	19	NA	+	130754	NA	10461	4898
chr2	33951647	33951647	1	*	-0.281319257303455	0.281319257303455	212165	92206	92206	1	1	0.050165660325862	1	0.0960471947364536	1	MYADML	NM_207329 NR_003143	inside exon	inside	1637	inside exon	0	1	1	3'UTR	-	2156	NA	151325	13151
chr21	37757105	37757105	1	*	0.281306791380748	0.281306791380748	254703	808692	808692	1	14	0.0501925060235034	1	0.0960718032926248	1	CHAF1B	NM_005441 NP_005432 XM_011529755 XM_017028477 XM_017028478 XP_011528057 XP_016883966 XP_016883967	promoter	promoter	584	NA	NA	NA	14	NA	+	31436	NA	8208	63716
chr10	11866199	11866199	1	*	0.28124349308838	0.28124349308838	42812	441434	441434	1	7	0.0503133116628896	1	0.0961769489417202	1	PROSER2	NM_153256 NP_694988 XM_011519438 XM_017016028 XP_011517740 XP_016871517	inside intron	inside	802	inside intron	-729	1	4	5' UTR	+	48879	NA	254427	22232
chr19	55881981	55881981	1	*	0.281230099746746	0.281230099746746	205305	779496	779496	1	3	0.0503356830775908	1	0.0961993203564214	1	IL11	NM_000641 NM_001267718 NP_000632 NP_001254647	promoter	promoter	150	NA	NA	NA	4	NA	-	6081	NA	3589	31400
chr11	6496006	6496006	1	*	0.281212966338826	0.281212966338826	63893	483785	483785	1	20	0.0503804259069931	1	0.0962373517614133	1	TRIM3	NM_001248006 NM_001248007 NM_006458 NM_033278 NP_001234935 NP_001234936 NP_006449 NP_150594 XM_011519845 XM_017017098 XM_024448328 XM_024448329 XP_011518147 XP_016872587 XP_024304096 XP_024304097 XR_001747732 XR_001747734 XR_002957118	promoter	promoter	317	NA	NA	NA	12	NA	-	25846	NA	10612	5433
chr3	57995069	57995069	1	*	0.281202263972042	0.281202263972042	275908	162256	162256	1	15	0.0503916116143437	1	0.0962485374687639	1	FLNB	NM_001164317 NM_001164318 NM_001164319 NM_001457 NP_001157789 NP_001157790 NP_001157791 NP_001448	inside intron	inside	942	inside intron	-485	1	45	inside transcription region	+	163855	NA	2317	19892
chr14	53419111	53419111	1	*	0.281117662272955	0.281117662272955	120588	598788	598788	1	14	0.0505996657710644	1	0.0964431687766639	1	FERMT2	NM_001134999 NM_001135000 NM_006832 NP_001128471 NP_001128472 NP_006823 XM_005267285 XM_006720008 XM_006720009 XM_006720010 XP_005267342 XP_006720071 XP_006720072 XP_006720073	promoter	promoter	1296	NA	NA	NA	15	NA	-	91609	NA	10979	6519
chr2	217499384	217499384	1	*	0.281104712254012	0.281104712254012	234904	133024	133024	1	5	0.0506399343175264	1	0.0964812001816559	1	IGFBP2	NM_000597 NM_001313990 NM_001313992 NM_001313993 NP_000588 NP_001300919 NP_001300921 NP_001300922	inside intron	inside	1137	inside intron	-695	1	2	inside transcription region	+	30909	NA	3485	31081
chr3	58482759	58482759	1	*	0.280973709463845	0.280973709463845	276066	162529	162529	1	4	0.050903917011	1	0.096716100036018	1	KCTD6	NM_001128214 NM_153331 NP_001121686 NP_699162 XM_005264937 XP_005264994	promoter	promoter	1333	NA	NA	NA	2	NA	+	3995	NA	200845	16586
chr1	114697582	114697582	1	*	0.280949806897634	0.280949806897634	21844	44861	44861	1	16	0.0509598455477529	1	0.0967697914313007	1	SYT6	NM_001253772 NM_001270805 NM_001366223 NM_001366224 NM_001366225 NM_001366226 NM_205848 NP_001240701 NP_001257734 NP_001353152 NP_001353153 NP_001353154 NP_001353155 NP_995320 XM_024453336 XM_024453337 XP_024309104 XP_024309105 XR_001736985 XR_002959489 XR_946547	promoter	promoter	1110	NA	NA	NA	8	NA	-	64558	NA	148281	12571
chr7	4871879	4871879	1	*	0.280946383866406	0.280946383866406	361714	331307	331307	1	1	0.050962082689223	1	0.0967720285727709	1	RADIL	NM_018059 NP_060529	promoter	promoter	39	NA	NA	NA	11	NA	-	35153	NA	55698	45598
chr10	134756707	134756707	1	*	0.28090400358154	0.28090400358154	61582	476717	476717	1	16	0.0510426197821472	1	0.0968436170998145	1	CFAP46	NM_001200049 NM_017609 NM_173572 NP_001186978	promoter	promoter	618	NA	NA	NA	6	NA	-	5468	NA	54777	42770
chr1	159869902	159869902	1	*	0.280879783465213	0.280879783465213	25988	54420	54420	1	8	0.0510806511871391	1	0.0968771742218663	1	CFAP45	NM_012337 NP_036469	inside exon	inside	4	inside exon	0	1	10	5' UTR	-	23560	NA	25790	22770
chr5	38464319	38464319	1	*	0.280740059479414	0.280740059479414	317374	238127	238127	1	1	0.0513826652856047	1	0.0971501054812203	1	EGFLAM	NM_001205301 NM_152403 NM_182798 NM_182799 NM_182801 NP_001192230 NP_689616 NP_877950 NP_877953	inside exon	inside	1627	inside exon	0	2	2	3'UTR	+	2890	NA	133584	10799
chr2	30669597	30669597	1	*	0.280731088081028	0.280731088081028	211679	91400	91400	1	14	0.0513983252758955	1	0.097163528330041	1	LCLAT1	NM_001002257 NM_001304445 NM_001304446 NM_182551 NP_001002257 NP_001291374 NP_001291375 NP_872357 XM_005264244 XM_005264245 XM_011532741 XM_011532742 XM_011532744 XM_017003746 XM_017003747 XP_005264301 XP_005264302 XP_011531043 XP_011531044 XP_011531046 XP_016859235 XP_016859236	promoter	promoter	526	NA	NA	NA	6	NA	+	196968	NA	253558	22063
chr2	216299856	216299856	1	*	0.280710173307546	0.280710173307546	234617	132543	132543	1	13	0.0514520166711782	1	0.0972172197253238	1	FN1	NM_001306129 NM_001306130 NM_001306131 NM_001306132 NM_001365517 NM_001365518 NM_001365519 NM_001365520 NM_001365521 NM_001365522 NM_001365523 NM_001365524 NM_002026 NM_054034 NM_212474 NM_212475 NM_212476 NM_212478 NM_212482 NP_001293058 NP_001293059 NP_001293060 NP_001293061 NP_001352446 NP_001352447 NP_001352448 NP_001352449 NP_001352450 NP_001352451 NP_001352452 NP_001352453 NP_002017 NP_473375 NP_997639 NP_997641 NP_997643 NP_997647 XM_005246397 XM_005246398 XM_005246399 XM_005246401 XM_005246402 XM_005246403 XM_005246404 XM_005246407 XM_005246408 XM_005246410 XM_005246411 XM_005246416 XM_017003692 XM_017003695 XM_024452769 XM_024452770 XP_005246454 XP_005246455 XP_005246456 XP_005246458 XP_005246459 XP_005246460 XP_005246461 XP_005246464 XP_005246465 XP_005246467 XP_005246468 XP_005246473 XP_016859181 XP_016859184 XP_024308537 XP_024308538	inside intron	inside	935	inside intron	-308	2	13	inside transcription region	-	21407	NA	2335	20675
chr11	57408751	57408751	1	*	0.280565948898642	0.280565948898642	70379	496439	496439	1	3	0.0517092879402415	1	0.0974588310040962	1	MIR130A	NR_029673	inside exon	inside	80	inside exon	0	1	1	inside transcription region	+	88	NA	406919	34559
chr2	47597331	47597331	1	*	0.280500625903308	0.280500625903308	214461	96088	96088	1	12	0.0518300935796277	1	0.097570688077602	1	EPCAM	NM_002354 NP_002345	inside intron	inside	1044	inside intron	-610	1	9	inside transcription region	+	17880	NA	4072	34685
chr21	17567334	17567334	1	*	0.280484996098723	0.280484996098723	252739	805098	805098	1	1	0.0518703621260898	1	0.0976064823411238	1	MIR99AHG	NR_027790 NR_027791 NR_111004 NR_111005 NR_136541 NR_136542 NR_136543 NR_136544 NR_136545 NR_136546 NR_136547 NR_136548 NR_136549 NR_136550 NR_136551 NR_136552	inside intron	inside	635	inside intron	-380	1	6	inside transcription region	+	415395	NA	388815	32993
chr19	55813572	55813572	1	*	0.280415905011049	0.280415905011049	205269	779384	779384	1	9	0.0520426220192886	1	0.0977586079610916	1	BRSK1	NM_032430 NP_115806 XM_005259327 XM_011527395 XM_024451739 XP_005259384 XP_011525697 XP_024307507 XR_430213	promoter	promoter	30	NA	NA	NA	11	NA	+	10301	NA	84446	65440
chr17	1533116	1533116	1	*	0.280361156052052	0.280361156052052	162978	687102	687102	1	16	0.052127633395153	1	0.0978301964881353	1	SLC43A2	NM_001284498 NM_001284499 NM_001321364 NM_001321365 NM_152346 NP_001271427 NP_001271428 NP_001308293 NP_001308294 NP_689559 XM_017024177 XM_017024178 XM_017024179 XP_016879666 XP_016879667 XP_016879668 XR_933972	promoter	promoter	986	NA	NA	NA	10	NA	-	43583	NA	124935	9642
chr18	18821389	18821389	1	*	0.280322801081746	0.280322801081746	183806	732991	732991	1	3	0.0522171190539576	1	0.0979174450054698	1	GREB1L	NM_001142966 NM_024935 NP_001136438 XM_006722547 XM_011526179 XM_017025988 XM_017025989 XM_017025990 XM_017025991 XM_017025992 XM_017025993 XM_017025994 XM_017025995 XM_017025996 XP_006722610 XP_011524481 XP_016881477 XP_016881478 XP_016881479 XP_016881480 XP_016881481 XP_016881482 XP_016881483 XP_016881484 XP_016881485	promoter	promoter	814	NA	NA	NA	33	NA	+	280588	NA	80000	61921
chr15	72490380	72490380	1	*	0.280302720394541	0.280302720394541	139946	636555	636555	1	8	0.0522663361663002	1	0.0979644249763422	1	GRAMD2A	NM_001012642 NP_001012660 XM_011521327 XM_011521328 XM_011521329 XM_011521330 XM_011521331 XM_011521332 XM_011521333 XM_017021997 XM_017021998 XM_024449868 XP_011519629 XP_011519630 XP_011519631 XP_011519632 XP_011519633 XP_011519634 XP_011519635 XP_016877486 XP_016877487 XP_024305636	promoter	promoter	244	NA	NA	NA	11	NA	-	35531	NA	196996	16202
chr16	84650202	84650202	1	*	0.280276577838367	0.280276577838367	159814	679116	679116	1	3	0.0523379246933438	1	0.0980315392204457	1	COTL1	NM_021149 NP_066972	inside intron	inside	1467	inside intron	904	2	4	inside transcription region	-	52465	NA	23406	20855
chr12	46759825	46759825	1	*	0.28026229410323	0.28026229410323	91004	538609	538609	1	3	0.0523580589665749	1	0.0980494363522066	1	SLC38A2	NM_001307936 NM_018976 NP_001294865 NP_061849 XR_944589	promoter	promoter	735	NA	NA	NA	9	NA	-	7119	NA	54407	42063
chr19	13030341	13030341	1	*	0.280251215988219	0.280251215988219	195311	755805	755805	1	7	0.0523759560983358	1	0.0980673334839675	1	SYCE2	NM_001105578 NP_001099048 XM_005259848 XM_011527882 XM_011527883 XP_005259905 XP_011526184 XP_011526185	promoter	promoter	255	NA	NA	NA	6	NA	-	20192	NA	256126	22519
chr1	16375404	16375404	1	*	0.280249901952059	0.280249901952059	5065	11824	11824	1	10	0.0523826675227461	1	0.0980740449083779	1	CLCNKB	NM_000085 NM_001165945 NP_000076 NP_001159417	inside exon	inside	147	inside exon	0	1	13	5' UTR	+	8564	NA	1188	8950
chr6	127897737	127897737	1	*	0.280217540525448	0.280217540525448	352859	313062	313062	1	3	0.0524654417571404	1	0.0981456334354216	1	C6orf58	NM_001010905 NP_001010905	promoter	promoter	582	NA	NA	NA	6	NA	+	14644	NA	352999	31189
chr20	30160266	30160266	1	*	0.28018519291885	0.28018519291885	244420	789232	789232	1	1	0.052554927415945	1	0.0982239333868756	1	HM13-AS1	NR_046853	inside intron	inside	800	inside intron	335	2	3	inside transcription region	-	5556	NA	100874042	3384
chr6	6320324	6320324	1	*	0.280018601338331	0.280018601338331	337465	275627	275627	1	9	0.052903921485283	1	0.0985460817585722	1	F13A1	NM_000129 NP_000120	inside intron	inside	600	inside intron	495	1	14	5' UTR	-	175165	NA	2162	17502
chr5	35938306	35938306	1	*	0.28001030537334	0.28001030537334	317033	237456	237456	1	3	0.0529173443341037	1	0.0985595046073929	1	CAPSL	NM_001042625 NM_144647 NP_001036090 NP_653248 XM_006714444 XM_006714445 XP_006714507 XP_006714508	inside intron	inside	431	inside intron	336	1	5	5' UTR	-	34339	NA	133690	10812
chr10	24497713	24497713	1	*	0.279961843924032	0.279961843924032	44587	444721	444721	1	4	0.0530381499734899	1	0.0986758359638388	1	KIAA1217	NM_001098500 NM_001098501 NM_001282767 NM_001282768 NM_001282769 NM_001282770 NM_001321681 NM_019590 NP_001091970 NP_001269696 NP_001269697 NP_001269698 NP_001269699 NP_001308610 NP_062536 XM_005252516 XM_011519552 XM_011519555 XM_011519558 XM_011519559 XM_011519562 XM_011519564 XM_011519565 XM_011519566 XM_017016416 XM_017016417 XM_017016418 XM_017016419 XM_017016420 XM_017016421 XM_017016422 XM_017016423 XM_017016424 XM_017016425 XM_017016426 XM_017016427 XM_017016429 XM_024448082 XM_024448083 XM_024448084 XM_024448085 XM_024448086 XP_005252573 XP_011517854 XP_011517857 XP_011517860 XP_011517861 XP_011517864 XP_011517866 XP_011517867 XP_011517868 XP_016871905 XP_016871906 XP_016871907 XP_016871908 XP_016871909 XP_016871910 XP_016871911 XP_016871912 XP_016871913 XP_016871914 XP_016871915 XP_016871916 XP_016871918 XP_024303850 XP_024303851 XP_024303852 XP_024303853 XP_024303854	promoter	promoter	7	NA	NA	NA	18	NA	+	339052	NA	56243	46809
chr14	77964542	77964542	1	*	0.279900952313203	0.279900952313203	125608	607999	607999	1	11	0.0531611927543462	1	0.0987966416032251	1	ISM2	NM_182509 NM_199265 NM_199296 NP_872315 NP_954993 XM_011536489 XP_011534791	inside intron	inside	668	inside intron	453	1	6	inside transcription region	-	24472	NA	145501	12026
